layer,group_idx,avg_scale,weight_variance
0,0,0.010517743416130543,0.00028182455571368337
0,1,0.010552970692515373,0.0002826978452503681
0,2,0.010515829548239708,0.0002823611139319837
0,3,0.01057845912873745,0.00028294773073866963
0,4,0.01057909894734621,0.0002841615641955286
0,5,0.010572179220616817,0.00028469867538660765
0,6,0.010582557879388332,0.00028432891122065485
0,7,0.010620047338306904,0.00028613256290555
0,8,0.010591216385364532,0.0002852972538676113
0,9,0.010636018589138985,0.0002866096037905663
0,10,0.010640152730047703,0.0002874220663215965
0,11,0.010645097121596336,0.0002871302713174373
0,12,0.010642336681485176,0.0002883583656512201
0,13,0.010656584985554218,0.00028817736892960966
0,14,0.01067635603249073,0.0002886501606553793
0,15,0.010668337345123291,0.00029020648798905313
0,16,0.01071118749678135,0.00029149235342629254
0,17,0.010743865743279457,0.00029179814737290144
0,18,0.010710634291172028,0.0002918724494520575
0,19,0.010707320645451546,0.0002910023322328925
0,20,0.010720010846853256,0.00029206403996795416
0,21,0.010722752660512924,0.00029284885386005044
0,22,0.01073787547647953,0.0002935896336566657
0,23,0.010780694894492626,0.00029407948022708297
0,24,0.010777551680803299,0.00029504671692848206
0,25,0.010792017914354801,0.0002952392678707838
0,26,0.010806038975715637,0.00029691917006857693
0,27,0.010825919918715954,0.000297388294711709
0,28,0.010828766971826553,0.00029758232994936407
0,29,0.010845569893717766,0.0002983057638630271
0,30,0.010864865966141224,0.00029968880699016154
0,31,0.010879367589950562,0.00030030927155166864
0,32,0.010859541594982147,0.00030002743005752563
0,33,0.010899214074015617,0.00030144411721266806
0,34,0.010906487703323364,0.0003024997713509947
0,35,0.01089499145746231,0.0003027132188435644
0,36,0.010916787199676037,0.0003040125884581357
0,37,0.010953893885016441,0.0003050748782698065
0,38,0.010999951511621475,0.0003064577467739582
0,39,0.010994049720466137,0.0003075712884310633
0,40,0.01102844625711441,0.0003089716483373195
0,41,0.011055354960262775,0.0003106899675913155
0,42,0.011120777577161789,0.00031294237123802304
1,0,0.010915771126747131,0.00030259654158726335
1,1,0.010893377475440502,0.0003025839396286756
1,2,0.01093742810189724,0.000302522093988955
1,3,0.010897587984800339,0.0003022011951543391
1,4,0.010929098352789879,0.000303524051560089
1,5,0.010921365581452847,0.0003029328945558518
1,6,0.010921109467744827,0.0003030862135346979
1,7,0.01092393696308136,0.0003032730892300606
1,8,0.010933122597634792,0.00030304151005111635
1,9,0.010913004167377949,0.0003030258521903306
1,10,0.010936472564935684,0.0003036063280887902
1,11,0.010937079787254333,0.000303070672089234
1,12,0.010903840884566307,0.0003028509090654552
1,13,0.010893275961279869,0.00030183399212546647
1,14,0.010901322588324547,0.00030297975172288716
1,15,0.010919689200818539,0.0003030670923180878
1,16,0.010927224531769753,0.0003031320811714977
1,17,0.010914808139204979,0.00030310911824926734
1,18,0.010925818234682083,0.00030303417588584125
1,19,0.010920438915491104,0.00030321863596327603
1,20,0.01090717688202858,0.00030303536914289
1,21,0.01094182301312685,0.0003030114166904241
1,22,0.010945526883006096,0.000303524051560089
1,23,0.010943328961730003,0.00030372824403457344
1,24,0.010936159640550613,0.0003035712579730898
1,25,0.010921054519712925,0.0003023206372745335
1,26,0.010909628123044968,0.0003029507934115827
1,27,0.010949426330626011,0.0003037700371351093
1,28,0.010938245803117752,0.00030342393438331783
1,29,0.01091905776411295,0.0003027996572200209
1,30,0.010930737480521202,0.00030311409500427544
1,31,0.0109361931681633,0.0003037802816834301
1,32,0.010936249978840351,0.00030308542773127556
1,33,0.010940412059426308,0.00030341485398821533
1,34,0.010941000655293465,0.0003038891882169992
1,35,0.010929903015494347,0.00030343595426529646
1,36,0.01094159483909607,0.0003036587149836123
1,37,0.01092919334769249,0.00030329954461194575
1,38,0.010961093008518219,0.00030446911114268005
1,39,0.010936322622001171,0.00030287113622762263
1,40,0.010920600965619087,0.0003033136308658868
1,41,0.010929767042398453,0.0003039137227460742
1,42,0.010945319198071957,0.0003040530427824706
2,0,0.011056894436478615,0.0003094652493018657
2,1,0.01103548426181078,0.0003084696945734322
2,2,0.011049154214560986,0.0003099957248196006
2,3,0.01104627177119255,0.0003088488010689616
2,4,0.011028243228793144,0.00030876058735884726
2,5,0.011046593077480793,0.0003097569278907031
2,6,0.011050581932067871,0.00030990917002782226
2,7,0.011063064448535442,0.00031096491147764027
2,8,0.011080127209424973,0.0003109992539975792
2,9,0.011057574301958084,0.0003109012614004314
2,10,0.011050897650420666,0.0003107449447270483
2,11,0.011059101670980453,0.0003107766970060766
2,12,0.011069830507040024,0.00031141171348281205
2,13,0.011097637936472893,0.000311242911266163
2,14,0.011117670685052872,0.000312600692268461
2,15,0.01107459794729948,0.00031189268338494003
2,16,0.011075850576162338,0.00031178651261143386
2,17,0.011096883565187454,0.0003130869590677321
2,18,0.011095426976680756,0.0003123468195553869
2,19,0.011129781603813171,0.0003131545672658831
2,20,0.011113772168755531,0.0003137214807793498
2,21,0.011136164888739586,0.0003140837070532143
2,22,0.011112800799310207,0.0003143034118693322
2,23,0.011122060939669609,0.0003138317260891199
2,24,0.011115208268165588,0.0003143757057841867
2,25,0.011140523478388786,0.0003143885696772486
2,26,0.011141519993543625,0.00031554113957099617
2,27,0.011120764538645744,0.00031488706008531153
2,28,0.011129673570394516,0.00031591771403327584
2,29,0.01115900743752718,0.0003161113418173045
2,30,0.01114506833255291,0.0003160390770062804
2,31,0.011156311258673668,0.0003164588997606188
2,32,0.01116163283586502,0.000316975696478039
2,33,0.011166442185640335,0.0003168901603203267
2,34,0.011172113940119743,0.00031838627182878554
2,35,0.011182009242475033,0.00031756580574437976
2,36,0.011199584230780602,0.0003184340021107346
2,37,0.011197956278920174,0.00031794546521268785
2,38,0.011184200644493103,0.0003185784153174609
2,39,0.011223502457141876,0.000319464917993173
2,40,0.011222918517887592,0.00032069560256786644
2,41,0.011222556233406067,0.0003199472848791629
2,42,0.011237015947699547,0.0003210395516362041
3,0,0.011036348529160023,0.0003097339940723032
3,1,0.011071743443608284,0.0003109217213932425
3,2,0.011052718386054039,0.0003099046880379319
3,3,0.011084437370300293,0.000311193784000352
3,4,0.011063879355788231,0.00031157059129327536
3,5,0.011062389239668846,0.0003111362748313695
3,6,0.011086697690188885,0.00031227804720401764
3,7,0.011103028431534767,0.00031185077386908233
3,8,0.011075567454099655,0.00031238445080816746
3,9,0.01110483892261982,0.0003124584909528494
3,10,0.011102576740086079,0.00031290165497921407
3,11,0.011122649535536766,0.0003128992102574557
3,12,0.011105664074420929,0.00031349383061751723
3,13,0.011109290644526482,0.0003131459525320679
3,14,0.011100677773356438,0.0003132045385427773
3,15,0.011117300018668175,0.00031365209724754095
3,16,0.011093627661466599,0.0003130899858660996
3,17,0.011105498299002647,0.0003134096914436668
3,18,0.011111709289252758,0.00031389945070259273
3,19,0.011151019483804703,0.00031499331817030907
3,20,0.011135031469166279,0.00031504585058428347
3,21,0.011097593232989311,0.0003137607709504664
3,22,0.011124509386718273,0.0003150954144075513
3,23,0.011137306690216064,0.0003146338276565075
3,24,0.011159421876072884,0.0003156839229632169
3,25,0.011151723563671112,0.00031599696376360953
3,26,0.01115628145635128,0.0003161799977533519
3,27,0.011160556226968765,0.0003166983660776168
3,28,0.011178920976817608,0.00031592449522577226
3,29,0.011169925332069397,0.00031723908614367247
3,30,0.011194134131073952,0.00031796496477909386
3,31,0.011188149452209473,0.0003183460212312639
3,32,0.011220340617001057,0.000318264530505985
3,33,0.011195726692676544,0.00031863240292295814
3,34,0.011200683191418648,0.00031924049835652113
3,35,0.011179918423295021,0.0003189818817190826
3,36,0.011207194067537785,0.000319362006848678
3,37,0.01121927984058857,0.0003198954800609499
3,38,0.011245195753872395,0.00032065113191492856
3,39,0.01122285146266222,0.00032075101626105607
3,40,0.011247539892792702,0.0003218702622689307
3,41,0.01125660352408886,0.0003217174962628633
3,42,0.011254580691456795,0.00032207369804382324
4,0,0.01091904379427433,0.0003031543456017971
4,1,0.010940857231616974,0.00030364852864295244
4,2,0.010939107276499271,0.00030431433697231114
4,3,0.010953015647828579,0.00030448782490566373
4,4,0.010935040190815926,0.00030422565760090947
4,5,0.010908897034823895,0.0003036392736248672
4,6,0.010947763919830322,0.00030404780409298837
4,7,0.010927475988864899,0.0003037381393369287
4,8,0.010969122871756554,0.0003050100931432098
4,9,0.01092478632926941,0.00030427961610257626
4,10,0.010949189774692059,0.00030489073833450675
4,11,0.010958577506244183,0.0003053641121368855
4,12,0.010984084568917751,0.0003054782282561064
4,13,0.010961473919451237,0.00030602794140577316
4,14,0.011007282882928848,0.00030739945941604674
4,15,0.010963188484311104,0.00030560180312022567
4,16,0.010950585827231407,0.0003048264479730278
4,17,0.010992800816893578,0.0003064046613872051
4,18,0.010992438532412052,0.0003064499469473958
4,19,0.010983587242662907,0.00030597043223679066
4,20,0.011003539897501469,0.00030710655846633017
4,21,0.011001002043485641,0.00030732067534700036
4,22,0.010979501530528069,0.00030692669679410756
4,23,0.011010411195456982,0.00030745923868380487
4,24,0.011004100553691387,0.00030801864340901375
4,25,0.011010446585714817,0.0003078959125559777
4,26,0.010994881391525269,0.00030779364169575274
4,27,0.011039510369300842,0.00030858739046379924
4,28,0.011008677072823048,0.0003081621543969959
4,29,0.011021303944289684,0.00030903308652341366
4,30,0.011019149795174599,0.0003082880866713822
4,31,0.011039495468139648,0.00030980666633695364
4,32,0.011057185009121895,0.000310466974042356
4,33,0.011064879596233368,0.0003100641770288348
4,34,0.011034001596271992,0.00030945829348638654
4,35,0.011073428206145763,0.0003105810028500855
4,36,0.011056184768676758,0.00031090754782781005
4,37,0.011040888726711273,0.00031052081612870097
4,38,0.011068155989050865,0.00031183016835711896
4,39,0.011102201417088509,0.0003124746144749224
4,40,0.011068560183048248,0.0003123442584183067
4,41,0.011121178045868874,0.00031275878427550197
4,42,0.011145027354359627,0.0003139558539260179
5,0,0.010935656726360321,0.000304138200590387
5,1,0.010946081951260567,0.0003039073490072042
5,2,0.010943572036921978,0.00030422888812609017
5,3,0.010947312228381634,0.00030421570409089327
5,4,0.010926268994808197,0.00030408776365220547
5,5,0.01095509808510542,0.00030474632512778044
5,6,0.010933957993984222,0.0003037502465303987
5,7,0.010951812379062176,0.0003051613748539239
5,8,0.010946554131805897,0.0003039625007659197
5,9,0.010951409116387367,0.0003044413460884243
5,10,0.010980047285556793,0.00030606533982791007
5,11,0.010976335033774376,0.0003054672561120242
5,12,0.010955863632261753,0.0003060508461203426
5,13,0.010984065011143684,0.0003058896691072732
5,14,0.010989142581820488,0.00030668076942674816
5,15,0.010961184278130531,0.0003063784970436245
5,16,0.0109925651922822,0.0003059828595723957
5,17,0.010983485728502274,0.00030709290876984596
5,18,0.010997315868735313,0.00030645079095847905
5,19,0.010990346781909466,0.00030716953915543854
5,20,0.011000420898199081,0.0003073745174333453
5,21,0.01100790873169899,0.00030731267179362476
5,22,0.01100431103259325,0.0003078517329413444
5,23,0.011018417775630951,0.00030788322328589857
5,24,0.010997622273862362,0.000307946844259277
5,25,0.010994558222591877,0.0003082563926000148
5,26,0.01098516397178173,0.0003078253648709506
5,27,0.011026435531675816,0.00030861914274282753
5,28,0.011037897318601608,0.00030788587173447013
5,29,0.011025953106582165,0.00030817321385256946
5,30,0.011059176176786423,0.00030890991911292076
5,31,0.011009112000465393,0.00030856131343171
5,32,0.011040672659873962,0.00030925986357033253
5,33,0.011048911139369011,0.0003094972053077072
5,34,0.011036419309675694,0.0003092608822043985
5,35,0.011048308573663235,0.00031015602871775627
