layer,group_idx,avg_scale,weight_variance
0,0,0.006733509711921215,0.00010987411951646209
0,1,0.0067862337455153465,0.00010980961815221235
0,2,0.006693676114082336,0.00010953778109978884
0,3,0.006683580577373505,0.00011012922914233059
0,4,0.0067850081250071526,0.00011102269490947947
0,5,0.006697524338960648,0.00011059700045734644
0,6,0.006790637969970703,0.00011000174708897248
0,7,0.006767569109797478,0.00011094538058387116
0,8,0.006723894737660885,0.00011025344429071993
0,9,0.006745413411408663,0.00011010679736500606
0,10,0.00677802599966526,0.00010981415107380599
0,11,0.006737792864441872,0.0001102746173273772
0,12,0.006737252697348595,0.00011033992632292211
0,13,0.006766858510673046,0.00011051667388528585
0,14,0.006812241859734058,0.00011134688247693703
0,15,0.006725088227540255,0.00011078374518547207
0,16,0.006753964349627495,0.00011157620610902086
0,17,0.006715279072523117,0.00011095571971964091
0,18,0.006782039999961853,0.00011170971265528351
0,19,0.006745659746229649,0.00011124766751891002
0,20,0.006780601106584072,0.00011098869435954839
0,21,0.006816308945417404,0.00011161902511958033
0,22,0.00673383055254817,0.00011113424989162013
0,23,0.0068053873255848885,0.00011156856635352597
0,24,0.006844756193459034,0.0001124501068261452
0,25,0.006767765153199434,0.00011174716928508133
0,26,0.00676107220351696,0.00011087954044342041
0,27,0.006779146380722523,0.00011172338417964056
0,28,0.00678497739136219,0.00011255370191065595
0,29,0.006802077405154705,0.0001127434879890643
0,30,0.0068276552483439445,0.00011291482951492071
0,31,0.006819220259785652,0.00011237611033720896
0,32,0.006948608905076981,0.0001134796257247217
0,33,0.006854360923171043,0.0001125667113228701
0,34,0.00681807566434145,0.00011280753096798435
0,35,0.0068207429721951485,0.0001129449374275282
0,36,0.006846737582236528,0.00011336350144119933
0,37,0.006782470736652613,0.00011324562365189195
0,38,0.006821938790380955,0.00011394722241675481
0,39,0.006861117668449879,0.00011429582082200795
0,40,0.006833110935986042,0.0001141033208114095
0,41,0.006956977769732475,0.00011501355038490146
0,42,0.007159099914133549,0.00011905156134162098
0,43,0.0069686551578342915,0.00011568977060960606
0,44,0.00684631522744894,0.0001145398709923029
0,45,0.006934735458344221,0.00011600764992181212
0,46,0.006954694166779518,0.00011674677807604894
0,47,0.006885380484163761,0.00011485578579595312
0,48,0.006953269708901644,0.00011677181464619935
0,49,0.00693211704492569,0.00011650109081529081
0,50,0.006906262598931789,0.0001154866477008909
0,51,0.006894788704812527,0.00011618656571954489
0,52,0.006895204074680805,0.00011631180677795783
0,53,0.007049980573356152,0.00011751749843824655
0,54,0.006976120173931122,0.00011799666390288621
0,55,0.006927246227860451,0.00011784611706389114
1,0,0.00690722931176424,0.00011311117123113945
1,1,0.006777332630008459,0.00011359446943970397
1,2,0.006789808161556721,0.00011186050687683746
1,3,0.0067903222516179085,0.00011250465468037874
1,4,0.006765182130038738,0.00011257360893068835
1,5,0.006804498843848705,0.00011237287253607064
1,6,0.006901693996042013,0.00011542679567355663
1,7,0.006787989288568497,0.0001133535333792679
1,8,0.0068690902553498745,0.00011243846529396251
1,9,0.006905683316290379,0.00011332918074913323
1,10,0.0069657424464821815,0.0001270339998882264
1,11,0.00694396672770381,0.00012348362361080945
1,12,0.007008437067270279,0.00012521060125436634
1,13,0.007210066542029381,0.00013991376908961684
1,14,0.00692102313041687,0.0001235264353454113
1,15,0.00695727439597249,0.00012506057100836188
1,16,0.006813639774918556,0.00012345120194368064
1,17,0.0071921623311936855,0.0001491853763582185
1,18,0.007020128425210714,0.00012773668277077377
1,19,0.007529256399720907,0.00013819399464409798
1,20,0.006934467237442732,0.00012588068784680218
1,21,0.0070450883358716965,0.00013445272634271532
1,22,0.007483466994017363,0.00016743247397243977
1,23,0.006864096503704786,0.00012539056478999555
1,24,0.007029671221971512,0.0001287344202864915
1,25,0.008380886167287827,0.0002743439399637282
1,26,0.006895935628563166,0.00012509679072536528
1,27,0.006855587940663099,0.00012418028200045228
1,28,0.0069502913393080235,0.00012778151722159237
1,29,0.007014944683760405,0.00012974378478247672
1,30,0.0069131748750805855,0.00012521957978606224
1,31,0.007545229978859425,0.00017539701366331428
1,32,0.006954764947295189,0.00013125698023941368
1,33,0.006919834762811661,0.00012714295007754117
1,34,0.006960023660212755,0.00012721147504635155
1,35,0.006881328299641609,0.0001250148779945448
1,36,0.008135597221553326,0.0002201464812969789
1,37,0.007416170556098223,0.00015349657041952014
1,38,0.00689581036567688,0.00012781658733729273
1,39,0.006973879411816597,0.00012795079965144396
1,40,0.008666455745697021,0.00021912706142757088
1,41,0.006960215047001839,0.00012487870117183775
1,42,0.007500786334276199,0.00015000399434939027
1,43,0.00693487748503685,0.00013011053670197725
1,44,0.007027134764939547,0.00013047797256149352
1,45,0.007154792547225952,0.00013938492338638753
1,46,0.007207803428173065,0.00014480171375907958
1,47,0.007253884803503752,0.0001437150640413165
1,48,0.007065043784677982,0.00013474687875714153
1,49,0.007416459731757641,0.00016237360250670463
1,50,0.0069992272183299065,0.00013266142923384905
1,51,0.007171712815761566,0.00013548128481488675
1,52,0.006965620908886194,0.00012924445036333054
1,53,0.0069877090863883495,0.0001286013430217281
1,54,0.006911315023899078,0.00012560216418933123
1,55,0.007132399827241898,0.000147119106259197
2,0,0.006763063836842775,0.0001140647946158424
2,1,0.006872416473925114,0.00011346889368724078
2,2,0.006733274087309837,0.00011245872883591801
2,3,0.006769503932446241,0.00011261383770033717
2,4,0.006749188993126154,0.00011256854486418888
2,5,0.0067926207557320595,0.00011415709013817832
2,6,0.006739717908203602,0.00011305520456517115
2,7,0.006800318136811256,0.00011323919170536101
2,8,0.006818405818194151,0.00011288734094705433
