layer,group_idx,avg_scale,weight_variance
11,13,0.011354329064488411,0.0003255108022131026
11,14,0.011238347738981247,0.0003158900362905115
11,15,0.011323033832013607,0.00032095317146740854
11,16,0.01130451075732708,0.00032154825748875737
11,17,0.011424185708165169,0.0003263911057729274
11,18,0.011308154091238976,0.0003211418224964291
11,19,0.011382492259144783,0.0003235806943848729
11,20,0.01137279812246561,0.0003242027305532247
11,21,0.011377034708857536,0.0003247276181355119
11,22,0.011339768767356873,0.00032125800498761237
11,23,0.01133548840880394,0.00032161342096515
11,24,0.011297213844954967,0.00032114129862748086
11,25,0.011441276408731937,0.00032744527561590075
11,26,0.011368179693818092,0.00032310496317222714
11,27,0.011342574842274189,0.00032221133005805314
11,28,0.011384647339582443,0.0003247289569117129
11,29,0.01136530190706253,0.0003232927992939949
11,30,0.011439556255936623,0.0003271792666055262
11,31,0.011331789195537567,0.0003224051324650645
11,32,0.011438651941716671,0.00032635126262903214
11,33,0.011399773880839348,0.0003233869792893529
11,34,0.011423047631978989,0.0003264144470449537
11,35,0.011455722153186798,0.00032644718885421753
11,36,0.011411516927182674,0.0003272044123150408
11,37,0.011360997334122658,0.00032458751229569316
11,38,0.01140432059764862,0.00032606752938590944
11,39,0.011480379849672318,0.0003271911118645221
11,40,0.011402030475437641,0.00032503274269402027
11,41,0.011493183672428131,0.00033097475534304976
11,42,0.011360851116478443,0.0003244164399802685
12,0,0.011431527324020863,0.0003271014429628849
12,1,0.011455614119768143,0.00032852531876415014
12,2,0.011388121172785759,0.00032551228650845587
12,3,0.011434654705226421,0.00032737493165768683
12,4,0.011433317326009274,0.0003282545949332416
12,5,0.011404907330870628,0.00032594174263067544
12,6,0.011433860287070274,0.0003284966805949807
12,7,0.01150708831846714,0.00032907072454690933
12,8,0.011469628661870956,0.00032916184864006937
12,9,0.011378921568393707,0.00032321468461304903
12,10,0.011411476880311966,0.00032775840372778475
12,11,0.011454375460743904,0.0003277423675172031
12,12,0.011502178385853767,0.0003312737972009927
12,13,0.011496514081954956,0.0003313708584755659
12,14,0.011566460132598877,0.00033331019221805036
12,15,0.01143244281411171,0.00032660181750543416
12,16,0.01148885115981102,0.0003290874883532524
12,17,0.011428119614720345,0.00032792691490612924
12,18,0.011403141543269157,0.0003238408826291561
12,19,0.011453712359070778,0.00032727650250308216
12,20,0.011470235884189606,0.0003284975537098944
12,21,0.011535071767866611,0.0003342129348311573
12,22,0.011340714059770107,0.0003234017640352249
12,23,0.011472074314951897,0.00032983836717903614
12,24,0.011497441679239273,0.0003318530507385731
12,25,0.0114504499360919,0.0003281265089754015
12,26,0.011451222002506256,0.0003282231045886874
12,27,0.011368626728653908,0.0003236381453461945
12,28,0.011420173570513725,0.0003278489166405052
12,29,0.011432189494371414,0.0003281108511146158
12,30,0.011510861106216908,0.0003295011701993644
12,31,0.01145780086517334,0.00032905236002989113
12,32,0.011565487831830978,0.00033389238524250686
12,33,0.01150520145893097,0.00033281088690273464
12,34,0.011473232880234718,0.0003298051015008241
12,35,0.011475663632154465,0.0003302266704849899
12,36,0.011567382141947746,0.0003336043155286461
12,37,0.011592477560043335,0.0003367332392372191
12,38,0.011539099738001823,0.00033391150645911694
12,39,0.011493436060845852,0.0003319805837236345
12,40,0.011551644653081894,0.0003333359200041741
12,41,0.011542996391654015,0.0003346328448969871
12,42,0.01153953280299902,0.00033296458423137665
13,0,0.011554431170225143,0.0003307415172457695
13,1,0.011585650965571404,0.00033317413181066513
13,2,0.01152363047003746,0.000332729920046404
13,3,0.01154552586376667,0.00033255270682275295
13,4,0.011518014594912529,0.0003318066301289946
13,5,0.011593401432037354,0.0003358381800353527
13,6,0.011510916985571384,0.00032985355937853456
13,7,0.011498890817165375,0.00033064413582906127
13,8,0.011529939249157906,0.00033097085542976856
13,9,0.011480662040412426,0.0003304519923403859
13,10,0.011548817157745361,0.00033453083597123623
13,11,0.011617721989750862,0.000328911526594311
13,12,0.011558998376131058,0.0003338708484079689
13,13,0.011642838828265667,0.0003350187325850129
13,14,0.01155856903642416,0.00033485100721009076
13,15,0.011615104973316193,0.00033559786970727146
13,16,0.011548936367034912,0.0003337492817081511
13,17,0.011480145156383514,0.0003320654795970768
13,18,0.011522610671818256,0.00033387908479198813
13,19,0.011725159361958504,0.0003426816838327795
13,20,0.011614333838224411,0.0003368869365658611
13,21,0.01163934450596571,0.00033764581894502044
13,22,0.011579516343772411,0.0003348231257405132
13,23,0.011628711596131325,0.00033766450360417366
13,24,0.011612454429268837,0.0003358069225214422
13,25,0.011648654006421566,0.00033769579022191465
13,26,0.011569484136998653,0.00033599548623897135
13,27,0.011701524257659912,0.00033954603713937104
13,28,0.011623191647231579,0.0003385860181879252
13,29,0.011619011871516705,0.0003368560574017465
13,30,0.011581066064536572,0.0003312047338113189
13,31,0.01160639151930809,0.00033580861054360867
13,32,0.011492233723402023,0.00033018202520906925
13,33,0.011628340929746628,0.000335953023750335
13,34,0.011622179299592972,0.00033757431083358824
13,35,0.011648059822618961,0.00033879667171277106
13,36,0.011564012616872787,0.00033263140358030796
13,37,0.011629650369286537,0.000337463163305074
13,38,0.011626249179244041,0.00033745155087672174
13,39,0.011611998081207275,0.0003365487209521234
13,40,0.011616360396146774,0.00033608730882406235
13,41,0.011625584214925766,0.0003394941159058362
13,42,0.01164854783564806,0.0003385810414329171
14,0,0.011473769322037697,0.0003298200899735093
14,1,0.011539062485098839,0.0003343202988617122
14,2,0.0114845409989357,0.0003295648202765733
